,AIRPORT,AREA   CITY,AREA   CITY AND COUNTY,AREA   CITY AND COUNTY SEAT,AREA   CITY TOTAL,AREA   CONSOLIDATED,AREA   CONSOLIDATED CITY-BOROUGH,AREA   CSA,AREA   DENSITY,AREA   ESTIMATE 2018,AREA   ESTIMATE JULY 2017,AREA   FEDERAL CAPITAL CITY AND FEDERAL DISTRICT,AREA   HOME RULE MUNICIPALITY,AREA   INDEPENDENT CITY,AREA   LAND,AREA   METRO,AREA   METROPOLITAN CITY,AREA   RANK,AREA   STATE CAPITAL,AREA   STATE CAPITAL AND CITY,AREA   STATE CAPITAL AND CONSOLIDATED CITY-COUNTY,AREA   STATE CAPITAL CITY,AREA   STATE CAPITAL OF CONNECTICUT,AREA   SUMMER DST,AREA   TOWN,AREA   URBAN,AREA   URBAN1,AREA   URBAN2,AREA   WATER,AREA CODE,AREA RANK,BIOREGION,BIRD,BOROUGH,CHARTERED,CHARTERED CITY,CHARTERED TOWN,CITY AND COUNTY,CITY CHARTER,CITY FLOWER,CITY OF ATLANTA,CITY STATUS,CITY-COUNTY CONSOLIDATION,COMMISSIONED,COMMUTER RAIL,CONSOLIDATED,CONSTITUENT COUNTIES / BOROUGHS,COUNTIES,COUNTRY,COUNTY,COUNTY ROUTES,COUNTY SEAT1,COUNTY SEAT2,CSA,City,DEMONYM,DISTRICT,ELEVATION,ELEVATION MEAN,ELEVATIONLOWEST,ESTABLISHED,ESTABLISHED TWICKENHAM,ETHNICITY   ASIAN,ETHNICITY   BLACK,ETHNICITY   HISPANIC,ETHNICITY   SUMMER DST,ETHNICITY   WHITE,EXPRESSWAYS,FIPS CODE,FIPS CODE 0,FIRST SETTLED VILLAGE,FIRST SETTLEMENT,FLOWER,FORMALLY INCORPORATED TOWN,FOUNDATION,FOUNDED,FOUNDED AS,FOUNDED BY,FOUNDED:,FOUNDING,GDP,"GDP CITY, 2015",GEOCODE,"GMP METRO, 2017",GNIS  FEATURE ID,GNIS FEATURE ID,GNIS ID,GOVERNMENT   ACTING MAYOR AND VICE MAYOR,GOVERNMENT   ADMINISTRATOR,GOVERNMENT   ALASKA HOUSE,GOVERNMENT   ALASKA SENATE,GOVERNMENT   ALDERMEN,GOVERNMENT   ASSEMBLY MEMBERS,GOVERNMENT   ASSEMBLYMEMBER,GOVERNMENT   AUDITOR,GOVERNMENT   BODY,GOVERNMENT   BUSINESS ADMINISTRATOR,GOVERNMENT   CA ASSEMBLY,GOVERNMENT   CA SENATE,GOVERNMENT   CHIEF OF POLICE,GOVERNMENT   CITY ADMIN.,GOVERNMENT   CITY ADMINISTRATOR,GOVERNMENT   CITY ATTORNEY,GOVERNMENT   CITY AUDITOR,GOVERNMENT   CITY CLERK,GOVERNMENT   CITY CONTROLLER,GOVERNMENT   CITY COUNCIL,GOVERNMENT   CITY COUNCIL MEMBERS,GOVERNMENT   CITY MANAGER,GOVERNMENT   CITY MAYOR,GOVERNMENT   CITY PROSECUTOR,GOVERNMENT   CITY SOLICITOR,GOVERNMENT   CITY TREASURER,GOVERNMENT   CITY-PARISH PRESIDENT,GOVERNMENT   COMMISSION,GOVERNMENT   COMMISSIONERS,GOVERNMENT   COMMON COUNCIL,GOVERNMENT   COMPTROLLER,GOVERNMENT   COUNCIL,GOVERNMENT   COUNCIL CHAIR,GOVERNMENT   COUNCIL MEMBERS .MW-PARSER-OUTPUT .NOBOLD{FONT-WEIGHT:NORMAL}BY DISTRICT NUMBER,GOVERNMENT   COUNCIL PRESIDENT,GOVERNMENT   COUNCILMEMBER PLACE 1,GOVERNMENT   COUNCILMEMBER PLACE 2,GOVERNMENT   COUNCILMEMBER PLACE 3,GOVERNMENT   COUNCILMEMBER PLACE 4,GOVERNMENT   COUNCILMEMBER1,GOVERNMENT   COUNCILMEMBER2,GOVERNMENT   COUNCILMEMBER3,GOVERNMENT   COUNCILMEMBERS,GOVERNMENT   D.C. COUNCIL,GOVERNMENT   DELEGATE,GOVERNMENT   DEPUTY CITY MANAGER,GOVERNMENT   DEPUTY MAYOR,GOVERNMENT   FINANCE DIRECTOR,GOVERNMENT   FINANCE DIRECTOR/ TREASURER,GOVERNMENT   FIRE CHIEF,GOVERNMENT   GOVERNING BODY,GOVERNMENT   HOUSE,GOVERNMENT   HOUSES OF DELEGATES,GOVERNMENT   LEGISLATIVE,GOVERNMENT   MANAGER,GOVERNMENT   MAYOR,GOVERNMENT   MAYOR PRO TEM,GOVERNMENT   MAYOR PRO TEMPORE,GOVERNMENT   MAYOR PRO-TEM,GOVERNMENT   MAYOR-PRESIDENT,GOVERNMENT   METRO COUNCIL,GOVERNMENT   MUNICIPAL CLERK,GOVERNMENT   POLICE CHIEF,"GOVERNMENT   PRESIDENT, BOARD OF ALDERMEN",GOVERNMENT   SENATE,GOVERNMENT   STATE ASSEMBLY,GOVERNMENT   STATE ASSEMBLY MEMBERS,GOVERNMENT   STATE HOUSE,GOVERNMENT   STATE SENATE,GOVERNMENT   STATE SENATOR,GOVERNMENT   SUPERVISOR,GOVERNMENT   TEXAS STATE REPRESENTATIVE,GOVERNMENT   TEXAS STATE SENATOR,GOVERNMENT   TOWN CLERK,GOVERNMENT   TOWN MANAGER,GOVERNMENT   TREASURER,GOVERNMENT   TYPE,GOVERNMENT   U. S. REP.,GOVERNMENT   U.S. CONGRESS,GOVERNMENT   U.S. HOUSE,GOVERNMENT   U.S. REP.,GOVERNMENT   U.S. REPRESENTATIVE,GOVERNMENT   U.S. SENATE,GOVERNMENT   UNITED STATES REPRESENTATIVES,GOVERNMENT   VICE MAYOR,GOVERNMENT   VICE-MAYOR,GOVERNMENT   VIRGINIA SENATE,HIGHEST ELEVATION,HIGHEST ELEVATION– NEAR BLUE ISLAND,HIGHWAYS,HISTORIC COLONIES,HISTORIC COLONY,HISTORIC COUNTRIES,HISTORIC EMPIRES,HOME RULE ACT,INCORPORATED,INCORPORATED AS CITY,INCORPORATED AS TOWN,INCORPORATED CITY OF POMPANO BEACH,INCORPORATED CITY OF WEST PALM BEACH,INCORPORATED CITY,INCORPORATED INDEPENDENT CITY,INCORPORATED TOWN OF POMPANO,INCORPORATED TOWN OF WEST PALM BEACH,INCORPORATED TOWN,INCORPORATED VILLAGE,INCORPORATED AS A CITY,INCORPORATED AS A TOWN,INCORPORATED AS A VILLAGE,INCORPORATED TOWN,INCORPORATEDAS DERRYFIELD,INCORPORATEDAS MANCHESTER,"INCORPORATED, CITY","INCORPORATED, TOWN",INCORPORATED1,INCORPORATED2,INCORPORATED:,INCORPORATION,INDEPENDENT CITY,INTERSTATE,INTERSTATE HIGHWAYS,INTERSTATE SPURS,LARGEST BOROUGH BY AREA,LARGEST BOROUGH BY GDP 2015,LARGEST BOROUGH BY POPULATION,LIGHT RAIL,LOGO,LOWEST ELEVATION,LOWEST ELEVATION COLUMBIA RIVER,LOWEST ELEVATION– AT LAKE MICHIGAN,MAJOR AIRPORT,MAJOR HIGHWAYS,MAJOR STATE HIGHWAYS,MAJOR STATE ROADS,MAJOR STATE ROUTES,MARTHASVILLE,METRO,METROPOLITAN AREA,METROPOLITAN STATISTICAL AREA,MISSION,MSA,MUNICIPAL INCORPORATION,MUNICIPALITY,NAMED,NAMED FOR,OFFICIAL TREE,ORGANIZED,OTHER MAIN ROADWAYS,OTHER MAJOR HIGHWAYS,PARISH,PARISHES,PASSENGER RAIL,PLATTED,POPULATION   BALANCE,POPULATION   CHANGE 2011–2014,POPULATION   CITY,POPULATION   CITY AND COUNTY,POPULATION   CITY AND COUNTY SEAT,POPULATION   CITY TOTAL,POPULATION   CONSOLIDATED,POPULATION   CONSOLIDATED CITY-BOROUGH,POPULATION   CONSOLIDATED CITY-COUNTY,POPULATION   CONSOLIDATED CITY-PARISH,POPULATION   CONSOLIDATED CITY–COUNTY,POPULATION   CSA,POPULATION   CSA 2015,POPULATION   CSA 2017,POPULATION   CSA 2018,POPULATION   CSA DENSITY,POPULATION   CSRA,POPULATION   DEMONYM,POPULATION   DENSITY,POPULATION   DENSITY RANK,POPULATION   ESTIMATE 2013,POPULATION   ESTIMATE 2014,POPULATION   ESTIMATE 2015,POPULATION   ESTIMATE 2016,POPULATION   ESTIMATE 2017,POPULATION   ESTIMATE 2018,POPULATION   ESTIMATE 2019,"POPULATION   ESTIMATE APRIL 1, 2019",POPULATION   ETHNICITIES,POPULATION   FEDERAL CAPITAL CITY AND FEDERAL DISTRICT,POPULATION   GMP,POPULATION   HOME RULE MUNICIPALITY,POPULATION   INDEPENDENT CITY,POPULATION   METRO,POPULATION   METRO DENSITY,POPULATION   METROPOLITAN CITY,POPULATION   MSA,POPULATION   MSA 2015,POPULATION   MSA 2017,POPULATION   MSA 2018,POPULATION   RANK,POPULATION   STATE CAPITAL,POPULATION   STATE CAPITAL AND CITY,POPULATION   STATE CAPITAL AND CONSOLIDATED CITY-COUNTY,POPULATION   STATE CAPITAL CITY,POPULATION   SUMMER DST,POPULATION   TOTAL,POPULATION   TOWN,POPULATION   URBAN,POPULATION   URBAN 2010,POPULATION   URBAN DENSITY,POPULATION 2010,PRIMARY AIRPORT,PUBLIC TRANSIT,PUBLIC TRANSPORTATION,PUEBLO,PUEBLO FOUNDED,RAIL,RAILWAY STATION,RAPID TRANSIT,RE-INCORPORATED,RE-INCORPORATED AS CITY,REGION,REGIONAL RAIL,REINCORPORATED,RENAMED,RENAMED EL PASO,RESIDENCE ACT,SEAPORTS,SECONDARY AIRPORT,SETTLED,SETTLED LAKE WORTH COUNTRY SETTLEMENT,SETTLED POMPANO SETTLEMENT,SETTLED TOWN,SETTLED AS,SETTLED AS FRANKLIN,SISTER CITIES,SPHERE OF INFLUENCE,STANDARD OF LIVING    MEDIAN HOME VALUE,STANDARD OF LIVING    MEDIAN HOUSEHOLD INCOME,STANDARD OF LIVING    SUMMER DST,STATE,STATE ROUTES,TERMINUS,TIME ZONE,TOWN LAID OUT,TOWNSHIP,TRANSIT,TREE,U.S. HIGHWAYS,U.S. ROUTE,U.S. STATE,UNINCORPORATED,UNOFFICIALLY INCORPORATED VILLAGE,USDA HARDINESS ZONES,WATERWAYS,WEBSITE,WIKIMEDIA COMMONS,ZIP CODE,ZIP CODE PREFIXES,FEDERAL INFOR MATION PROCESSING STANDARDS|FIPS CODE,AREA CONSOLIDATED CITY-COUNTY,AREA TOTAL
148,,,,,,,,,,,,,,,42.20 sq mi (109.29 km2),,,,,,,,,,,,,,0.05 sq mi (0.12 km2)  0.12%,916,,,,,,,,,,,,,,,,,,, United States,Sacramento,,,,,Elk Grove,,Cosumnes CSD,46 ft (14 m),,,,,,,,,,,06-22020,,,,,,,,,,,,,,,,,"277506, 2410425",,,,,,,,,,,,,,Bryan Noblett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike McLaughlin,,,,,,Steve Ly (directly elected),,,,,,,,,,,,,,,,,,,,,Council/Manager,,,,,,,,Steven M. Detrick (appointed by city council and rotated annually),,,,,,,,,,,"July 1, 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,022.73/sq mi (1,553.18/km2)",,,,,"169,743",,,,,,,,,,,,,,,,,2nd in Sacramento County30th in California,,,,,UTC-7 (PDT),"153,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, California,,,UTC-8 (Pacific),,,,,,,,,,,,elkgrovecity.org,,"95624, 95757–95759",,,,42.24 sq mi (109.41 km2)
149,,,,,,,,,,,,,,,17.96 sq mi (46.51 km2),,,,,,,,,,,,,,0.02 sq mi (0.05 km2)  0.10%,657/714,,,,,,,,,,,,,,,,,,, United States of America, Orange,,,,,Garden Grove,,,89 ft (27 m),,,,,,,,,,,06-29000,,,,,,,1874,,,,,,,,,,"1660662, 2410568",,,,,,,,,,,,,,,,,,,,, Patrick Phat Bui George S. Brietigam III John R. O'Neill Thu-Ha Nguyen Stephanie Klopfenstein (Mayor Pro Tem) Kim B. Nguyen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven R. Jones,,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,"June 18, 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,737.60/sq mi (3,759.66/km2)",,,,,"174,858",,,,,,,,,,,,,,,,,5th in Orange County25th in California,,,,,UTC-7 (PDT),"170,883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, California,,,UTC-8 (Pacific),,,,,,,,,,,,www.ggcity.org,,92840–92846,,,,17.98 sq mi (46.55 km2)
150,,,,,,,,,,,,,,,33.03 sq mi (85.54 km2),,,,,,,,,,,,,,1.94 sq mi (5.03 km2)  4.88%,"954, 754",,,,,,,,,,,,,,,,,,, United States, Broward,,,,,Pembroke Pines,,,7 ft (2 m),,,,,,,,,,,12-55775,,,,,,,,,,,,,,,,,0288686,,,,,,,,,,,,,,,,,,,Marlene Graham,,,,Charles F. Dodge,,,,,,,"Angelo Castillo, Jay Schwartz and Iris A. Siple",,,,,,,,,,,,,,,,,,,,,,,,,,,Frank C. Ortis (D),,,,,,,,,,,,,,,,,,,,,Commission-Manager,,,,,,,,Thomas Good,,,,,,,,,,,,,,,,"May 22, 1961",,,,,"January 16, 1960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,104.52/sq mi (1,970.87/km2)",,,,,,"170,712",,,,,,,,,,,,,,,,,,,,,UTC−4 (EDT),"154,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Florida,,,UTC−5 (Eastern (EST)),,,,,,,,,"March 2, 1959",,,City of Pembroke Pines,,"33023-33029, 33330-33332",,,,34.97 sq mi (90.57 km2)
151,,179.10 sq mi (463.88 km2),,,,,,,,,,,,,175.68 sq mi (455.01 km2),,,,,,,,,,,,,,3.42 sq mi (8.86 km2),623 and 928,,,,,,,,,,,,,,,,,,"Maricopa, Yavapai",United States,,,,,,Peoria,,,"1,142 ft (348 m)",,,,,,,,,,,04-54050,,,,,,,,,,,,,,,,,9318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cathy Carlat (R),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,065",,,,,,,,,,,,,,,,934.49/sq mi (360.82/km2),,,,,,"168,181",,,,,,,,,"4,574,531 (US: 12th)",,,,,,,US: 146th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona,,,UTC−7 (MST (no DST)),,,,,,,,,,,,http://www.peoriaaz.gov/,,"85345, 85381, 85382, 8538385373 (Sun City)85387 (Morristown)",,,,
152,,43.74 sq mi (113.29 km2),,,,,,,,,,,,,43.72 sq mi (113.23 km2),,,,,,,,,,,,,,0.02 sq mi (0.05 km2),458 and 541,,,,,,,,,,,,,,,,,,,United States,Lane,,,,,Eugene,Eugenean,,430 ft (131 m),,,,,,,,,,,41-23850,,,,,,,1846,,,,,,,,,,1120527,,,,,,,,,,,,,,,,,,,,,,,Jon Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucy Vinis (D),,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,"October 17, 1862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,185",,,,,,,,,,,,,,,,"3,572.4/sq mi (1,379.3/km2)",,,,,"166,575",,,,,,,,,,,,,,,,,US: 155th,,,,,UTC-7 (PDT),,,"247,421 (US: 151st)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon,,,UTC-8 (PST),,,,,,,,,,,,www.eugene-or.gov,,"97401–97405, 97408, 97440",,,,
153,,39.55 sq mi (102.45 km2),,,,,,,,,,,,,39.47 sq mi (102.23 km2),,,,,,,,,,,,,,0.08 sq mi (0.21 km2)  0.27%,951,,,,,,,,,,,,,,,,,,, United States, Riverside,,,,,Corona,,,679 ft (207 m),,,,,,,,,,,06-16350,,,,,,,,,,,,,,,,,"1652691, 2410232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Scott,,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,"July 13, 1896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152,374",,,,,,,,,,,,,,,,"4,225.29/sq mi (1,631.41/km2)",,,,,,"167,836",,,,,,,,,"4,224,851",,,,,,,3rd in Riverside County33rd in California154th in the United States,,,,,UTC-7 (PDT),,,,,,,Ontario International AirportONT (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,, California, ,,UTC-8 (Pacific),,,,,,,,,,,,www.discovercorona.com,,92877–92883,,,,
154,,,,,,,,,,,,,,,58.33 sq mi (151.07 km2),,,,,,,,,,,,,,1.09 sq mi (2.82 km2)  1.83%,"919, 984",,,,,,,,,,,,,,,,,,"Chatham, Wake",United States,,,,,,Cary,Caryite,,495 ft (151 m),,,,,,,,,,,37-10740,,,,,,,1750,,,,,,,,,,1019552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harold Weinbrecht (D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 3, 1871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Fenton Cary,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,300/sq mi (880/km2)",,,,,"162,320",,,,,,,,,,,,,,,,,,,,,,UTC-4 (EDT),"135,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Carolina,,,UTC-5 (EST),,,,,,,,,,,,www.townofcary.org,,"27511-27513, 27518, 27519",,,,59.42 sq mi (153.90 km2)
155,,82.31 sq mi (213.18 km2),,,,,,,,,,,,,81.72 sq mi (211.65 km2),"3,021 sq mi (7,824 km2)",,,,,,,,,,,,,0.59 sq mi (1.53 km2),417,,,,,,,,,,,,,,,,,,"Greene, Christian",United States,,,,,,Springfield,,,"1,299 ft (396 m)",,,,,,,,,,,29-70000,,,,,,,1835,,,,,,,,,,0735864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken McClure,,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,498",,,,,,,,,,,,,,,,"1,900/sq mi (750/km2)",,,,,,,"168,122",,,,,,,,"462,369 (US: 115st)",,,,,,,US: 152nd,,,,,UTC−5 (CDT),,,"273,724 (US: 138th)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,,,UTC−6 (CST),,,,,,,,,,,,www.springfieldmo.gov,,65800-65899,,,,
156,,,,,,,,,,,,,,,55.82 sq mi (144.58 km2),,,,,,,,,,,,,,1.23 sq mi (3.20 km2)  1.27%,970,,,,,,,,,,,,,,1864,,,,,United States,Larimer,,,,,Fort Collins,,,"5,003 ft (1,525 m)",,,,,,,,,,,08-27425,,,,,,,,,,,,,,,,,0204673,,,,,,,,,,,,,,,,,,,,,,,Darin Atteberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wade Troxell,Gerry Horak,,,,,,,,,,,,,,,,,,,,Home Rule Municipality,,,,,,,,,,,,,"I-25, US 287, SH 1, SH 14",,,,,,"February 12, 1883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States Army colonel William O. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,941.67/sq mi (1,135.78/km2)",,,,,"164,207",,,,,,,,,,,,,,,,,,,,,,UTC−6 (MDT),"143,986 (US:155th)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado,,,UTC−7 (MST),,,,,,,,,,,,fcgov.com,,80521–80528,,,,57.05 sq mi (147.77 km2)
157,,,,,,,,,,,,,,,111.07 sq mi (287.66 km2),,,,,,,113.23 sq mi (293.27 km2),,,,,,,2.17 sq mi (5.61 km2),"601, 769",,,,,,,,,,,,,,,,,,"Hinds, Madison, Rankin", United States,,,,,,Jackson,Jacksonian,,279 ft (85 m),,,,,,,,,,,28-36000,,,,,,,,,,,,,,,,,0711543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Members Ward 1: Ashby FooteWard 2: Melvin Priester, Jr.Ward 3: Kenneth StokesWard 4: De'Keither StampsWard 5: Charles H. TillmanWard 6: Aaron BanksWard 7: Virgi Lindsey ",,,,,,,,,,,,,,,,,,,,,,,,Chokwe Antar Lumumba (D),,,,,,,,,,,,,,,,,,,,,Mayor–Council,,,,,,,,,,,,,,,,,,,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,503.28/sq mi (580.42/km2)",,,,,,"166,965",,,,,,,,,"576,382 (US: 93rd)",,,,,,,US: 149th,,,,"173,514",UTC−5 (CDT),,,"351,478 (US: 107th)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Mississippi,,,UTC−6 (CST),,,,,,,,,,,,www.jacksonms.gov,,39200-39299,,,,
158,,,,,,,,,,,,,,,14.93 sq mi (38.68 km2),,,,,,,,,,,,,,0.41 sq mi (1.07 km2),"571, 703",,,,,,,,,,,,,,,,,,, United States,Independent city,,,,,Alexandria,,,39 ft (12 m),,,,,,,,,,,51-01000,,,,,,,1749,,,,,,,,,,1492456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Levine (D)Charniele Herring (D),,,,,,,,,,,Justin Wilson (D),,,,,,,,,,,,,,,,,,,,,Council-manager,,,Don Beyer (D),,,Mark Warner (D)Tim Kaine (D),,,,Adam Ebbin (D)Richard L. Saslaw (D)George Barker (D),,,,,,,,,,,,,,1852,1870,,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandrian,"10,716.15/sq mi (4,137.48/km2)",,,,,,,"160,530",,,,,,,,,,,,,,,,,,,,UTC-4 (EDT),"139,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Virginia,,,UTC-5 (EST),,,,,,,,,,,,www.alexandriava.gov,,"22301 to 22315, 22320 to 22336",,,,15.35 sq mi (39.75 km2)
159,,63.82 sq mi (165.31 km2),,,,,,,,,,,,,45.54 sq mi (117.94 km2),,,,,,,,,,,,,,18.29 sq mi (47.36 km2)  28.9%,510,,,,,,,,,,,,,,,,,,, United States,Alameda,,,,,Hayward,,,105 ft (32 m),,,,,,,,,,,06-33000,,,,Carnation,,,,,,,,,,,,,"277607, 2410724",,,,,,,,Bill Quirk (D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Halliday,,,,,,,,,,,,,Bob Wieckowski (D),,,,,,,,Council-Manager,Eric Swalwell (D),,,,,,,,,,,,,,,,,,"March 11, 1876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144,186",,,,,,,,,,,,,,,,"3,490.21/sq mi (1,347.57/km2)",,,,,"158,937",,,,,,,,,,"7,468,390",,,,,,,3rd in Alameda County37th in California,,,,,UTC−7 (PDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, California,,,UTC−8 (Pacific),,,,,,,,,,,,www.hayward-ca.gov,,"94540–94546, 94552, 94557",,,,
160,,,,,,,,,,,,,,,94.30 sq mi (244.23 km2),,,,,,,,,,,,,,0.26 sq mi (0.68 km2)  0.29%,661,,,,,,,,,,,,,,,  (planned),,,, United States,Los Angeles, ,,,,Lancaster,,,"2,359 ft (719 m)",,,,,,,,,,,06-40130,,,,,,,,,,,,,,,,,"1652741, 2411620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Rex Parris,,,,,,,,,,,,,,,,,,,,,Council-manager,,,,,,,,,,,,,,,,,,,"November 22, 1977",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,700.06/sq mi (656.41/km2)",,,,,,"160,316",,,,,,,,,,,,,,,,5th in Los Angeles County31st in California,,,,,UTC-7 (PDT),"156,633",,,,,,Los Angeles International AirportLAX (Major/International),,,,,,,,,,,,,,,,,,,,,,,,,,,,, California, ,,UTC-8 (Pacific),,,,,," (historic, was truncated to Bishop)",,,,,,www.cityoflancasterca.org,,"93534–93536, 93539, 93584",,,,94.56 sq mi (244.91 km2)
161,,,,,,,,,,,,,44.05 sq mi (114.10 km2),,42.87 sq mi (111.04 km2),,,,,,,,,,,,,,1.18 sq mi (3.06 km2),Both 303 and 720,,,,,,,,,,,,,,,,,,,United States,Jefferson County,,,,,Lakewood,,,"5,518 ft (1,682 m)",,,,,,,,,,,08-43000,,,,,,,1889,,,,,,,,,,0181620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Paul,,,,,,,,,,,,,,,,,,,,,Home Rule Municipality,,,,,,,,,,,,,"I-70, US 6, US 40, US 285, SH 8, SH 95, SH 121, SH 391, SH 470",,,,,,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,601.25/sq mi (1,390.44/km2)",,,,,"154,393",,,,,,,,"142,980",,"2,814,330 (US: 19th)",,,,,,,US: 169th,,,,,UTC-6 (MDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado,,,UTC-7 (MST),,,,,,,,,,,,City of Lakewood,,"Denver 80214-80215, 80227, 80226-80228, 80232, 80235-80236Golden 80401Littleton 80123",,,,
162,,,,,,,,,,,,,,,94.9 sq mi (245.7 km2),,,,,,,,,,,,,,0.7 sq mi (1.8 km2),931,,,,,,,,,,,,,,,,,,,United States,Montgomery,,,,,Clarksville,,,476 ft (145 m),,,,,,,,,,,47-15160,,,,,,,,,,1785,,,,,,,1269467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Pitts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,794",,,,,,,,,,,,,,,US: 173rd,,,,,UTC−5 (CDT),"132,929",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee,,,UTC−6 (CST),,,,,,,,,,,,cityofclarksville.com,,37040-37044,,,,95.5 sq mi (247.4 km2)
